reference,year,country_name,hdi_category,indicator_name,values
,,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,65
,,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Colombia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Ukraine,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,53
,,Samoa,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Thailand,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,49
,,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,16
,,Belize,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,China,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,67
,,Grenada,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Armenia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,62
,,Turkey,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,49
,,Suriname,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Jordan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,51
,,Peru,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Lebanon,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,42
,,Ecuador,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Philippines,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,41
,,Tunisia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,50
,,Fiji,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,26
,,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,22
,,Paraguay,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,23
,,Georgia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,53
,,Guyana,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,23
,,Maldives,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,37
,,Jamaica,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,El Salvador,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,42
,,Algeria,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,32
,,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,35
,,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Indonesia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,58
,,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Moldova,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,34
,,Egypt,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,40
,,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,24
,,Mongolia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,68
,,Honduras,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,51
,,Bolivia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Guatemala,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,21
,,Gabon,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,South Africa,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,23
,,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Botswana,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Namibia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,23
,,Morocco,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,29
,,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,India,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,47
,,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,59
,,Cambodia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Myanmar,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,36
,,Bhutan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Comoros,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Ghana,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,7
,,Pakistan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Mauritania,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Lesotho,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Congo,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,55
,,Swaziland,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,11
,,Nepal,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,49
,,Madagascar,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Cameroon,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Haiti,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,15
,,Sudan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Kenya,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,21
,,Djibouti,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,20
,,Togo,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Yemen,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Uganda,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,25
,,Gambia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Senegal,LOW HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Eritrea,LOW HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Nigeria,LOW HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Guinea,LOW HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Rwanda,LOW HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Angola,LOW HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Benin,LOW HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Malawi,LOW HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,21
,,Zambia,LOW HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,16
,,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Burundi,LOW HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Ethiopia,LOW HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,6
,,Chad,,Prevalence of smoking Men 2002-04,..
,,Central African Republic,,Prevalence of smoking Men 2002-04,..
,,Mozambique,,Prevalence of smoking Men 2002-04,..
,,Mali,,Prevalence of smoking Men 2002-04,..
,,Niger,,Prevalence of smoking Men 2002-04,..
,,Guinea-Bissau,,Prevalence of smoking Men 2002-04,..
,,Burkina Faso,,Prevalence of smoking Men 2002-04,..
,,Sierra Leone,,Prevalence of smoking Men 2002-04,..
